['Treatment' 0.047790195664771024]
['SNF1LK2' 0.0002948757528683422]
['HIRIP3' 0.0002948141765272178]
['GFRAL' 0.0002944553773391362]
['FBXW7' 0.0002929067968839159]
['BCORL1' 0.0002920872380168748]
['CFL1' 0.0002913031996945796]
['SLC35C2' 0.0002898101683651273]
['PIGT' 0.00028806568134589203]
['RAB32' 0.00028779980344550694]
['CDH6' 0.0002872303539970976]
['FNDC3B' 0.0002866717595704932]
['VDAC2' 0.0002850594627181011]
['PHLPP' 0.0002820166749734584]
['GUCY1B3' 0.0002819769610595693]
['LOR' 0.0002819433849502605]
['VEPH1' 0.0002810101755478223]
['DDX1' 0.0002802698313572744]
['ZSCAN16' 0.00027999525924198433]
['C19orf21' 0.0002798203441029407]
['CACNA2D1' 0.00027945120930284156]
['NDUFA5' 0.0002786642531121288]
['RP6-213H19.1' 0.00027866174191089744]
['ST8SIA1' 0.00027855609912549466]
['RNF138' 0.0002778875975228969]
['DDX24' 0.0002773592903699257]
['TMEM168' 0.00027715285174924564]
['FAM38B' 0.00027708009561543996]
['MALAT1' 0.0002764645655485811]
['PHF13' 0.00027638433767757965]
['NR1I3' 0.00027616361558749933]
['PRKAR2A' 0.0002758430938885264]
['IDS' 0.00027578774282397767]
['POLE4' 0.0002744444499605148]
['HIST1H2BN' 0.0002741190403787229]
['TADA3L' 0.00027386639646407186]
['SPR' 0.0002738072939722523]
['NDUFA7' 0.0002738032422016499]
['TRAP1' 0.00027361347084435875]
['SPAG6' 0.0002732310496801517]
['SPACA3' 0.00027229047114742615]
['UPF3A' 0.00027207641003933555]
['ZNF549' 0.00027156135214143816]
['MGC33657' 0.0002715044466503998]
['SIRT2' 0.00027067034900395766]
['PARVG' 0.0002691957154656214]
['AHR' 0.0002690011810140694]
['TUBG2' 0.00026842922617120924]
['MYO15B' 0.000267663196142097]
['SSX9' 0.00026712707329285446]
['BPTF' 0.0002670612566345907]
['TNRC6A' 0.00026658139140780135]
['DDX41' 0.00026527373188065423]
['MARVELD1' 0.000265238376760568]
['MRPS27' 0.0002650794884122781]
['RNF212' 0.00026328675326417754]
['STX18' 0.0002631661837544586]
['TTC15' 0.0002629128638887485]
['DMD' 0.00026208307704958154]
['C14orf173' 0.0002617279269534893]
['SLC28A2' 0.0002615464154843532]
['OR10W1' 0.00026101240365417874]
['CASC1' 0.0002609633302745153]
['TGFB2' 0.0002604539958383413]
['BCL11A' 0.00025931889987518427]
['AMTN' 0.0002591315993255083]
['LOC152217' 0.0002590287988698967]
['GDNF' 0.0002590020919052841]
['CILP' 0.000258733768178375]
['CD93' 0.0002575068459157585]
['LAPTM4B' 0.00025677798373354777]
['PRMT6' 0.00025603725088670646]
['FLJ21865' 0.0002556122198793717]
['FAM57A' 0.00025558537933230907]
['SCAND1' 0.000254991654118341]
['POLH' 0.0002544462405531708]
['ZNF143' 0.0002539577357302298]
['FAM73B' 0.0002531490600875397]
['PNRC1' 0.00025254428587945276]
['KCNS1' 0.0002519734816144551]
['NHEJ1' 0.00025155656167450715]
['CEP170L' 0.0002506098993183851]
['KALRN' 0.0002501426558194051]
['RAB18' 0.0002489755667747704]
['SLC2A3' 0.00024851665668125175]
['FLJ43806' 0.00024838609035288334]
['CPSF2' 0.0002472157414959476]
['ZNFX1' 0.00024651530618642896]
['CCDC27' 0.0002463909553121321]
['CYP27C1' 0.00024544811840301195]
['SASH1' 0.0002452725000951405]
['CASP8AP2' 0.00024517754958028044]
['SQLE' 0.0002445687469401238]
['PARP9' 0.00024302213107524806]
['SIDT2' 0.00024297696683494012]
['KLHDC5' 0.00024246379449889205]
['TXLNA' 0.00024156029058348648]
['C21orf63' 0.00023984818544447447]
['DAZAP1' 0.00023824470985864529]
['DEPDC1B' 0.00023812845113193072]
['C19orf15' 0.0002375911076181776]
['TAPBP' 0.00023719860264339524]
['NUT' 0.00023687886431518118]
['MTMR7' 0.0002367739717588813]
['C1D' 0.00023667666131584788]
['SLC25A44' 0.0002355123340757813]
['AES' 0.00023510649121543295]
['PEA15' 0.00023457615944821148]
['ENOSF1' 0.00023423228473868133]
['COL15A1' 0.00023392047187809864]
['LBP' 0.0002338658146803878]
['HDGF2' 0.0002336063829834601]
['KPTN' 0.0002334186135603319]
['FLJ38596' 0.0002312743746617754]
['ZNF766' 0.00023036228176529647]
['NARS' 0.00023025847732425505]
['C14orf32' 0.00022878208888123727]
['PDZD2' 0.00022832498420517755]
['DNAH1' 0.00022784819505451977]
['ADAMTS13' 0.00022768694937885274]
['VSNL1' 0.00022768647668754648]
['AADACL1' 0.00022682747882887727]
['COX7B2' 0.00022556557533053682]
['FSD1' 0.0002255059948185032]
['KLHL9' 0.00022526944953243515]
['MAP3K7IP3' 0.00022515846612308071]
['ZBTB8OS' 0.00022470976061784745]
['PELI2' 0.00022464267755034403]
['SLC6A15' 0.0002241059002183655]
['GSTM1' 0.00022397579215532472]
['CHRNA10' 0.00022298800766537352]
['ANXA11' 0.00022202678373928902]
['LRIG3' 0.00022174571220626106]
['PDIA4' 0.00022158403779927747]
['MPPE1' 0.00022124597631368532]
['CLDN1' 0.0002207718871119845]
['VEZT' 0.00022062976340398184]
['SNCA' 0.00021904636160731788]
['CCDC135' 0.00021894679629397818]
['ZNF498' 0.00021784405819765974]
['QTRT1' 0.00021729440917886214]
['CYB561D2' 0.00021699864132658573]
['M6PR' 0.00021678037890365018]
['STEAP4' 0.00021646276217438654]
['SLC40A1' 0.00021609632367560453]
['CEACAM6' 0.00021595731658592563]
['SERPING1' 0.00021565940566226343]
['FBXL3' 0.00021450398701065173]
['MYO3A' 0.000214335415459833]
['KHDRBS3' 0.00021392891767304433]
['C10orf97' 0.00021340964241845276]
['HAPLN4' 0.00021310619351013447]
['LOC389073' 0.00021286721758926396]
['ETV4' 0.00021173071730751296]
['KIAA0644' 0.00020930758876296196]
['C7orf33' 0.00020894455762780154]
['PGM2L1' 0.00020649869936471257]
['UBE2H' 0.000206292961245295]
['FLJ13137' 0.00020613153759870738]
['SIN3B' 0.00020565335433151482]
['HIST1H3F' 0.00020555928234616892]
['PSMD13' 0.00020529428004509406]
['EYA2' 0.00020523972174657287]
['MBD1' 0.0002042171103789473]
['FAM101A' 0.00020389666983572127]
['NP' 0.0002038544967651478]
['KREMEN1' 0.00020383095707457539]
['C9orf123' 0.00020378655184036685]
['ADAMTS14' 0.00020365903449598574]
['ORMDL3' 0.00020355144999964654]
['BMS1P5' 0.00020318540689774284]
['MFGE8' 0.00020311099590152818]
['EXOSC3' 0.00020290440047158857]
['CD46' 0.00020253994460335705]
['CFHR3' 0.0002023420911974478]
['ASPA' 0.00020211548188330973]
['PLEKHG2' 0.0002014179133281077]
['LOC283152' 0.00020125248356885089]
['LOC130940' 0.0002011322655562206]
['HSPA12A' 0.0002002105138930445]
['C12orf60' 0.00020019995416932455]
['DACH2' 0.00020018802102942385]
['NRXN2' 0.00020013792520373876]
['SOX11' 0.00020009869577126786]
['CXorf22' 0.00019921446430709453]
['JAK1' 0.00019838362617175993]
['WWOX' 0.00019834260853104132]
['TMEM181' 0.000198101018802099]
['JMJD6' 0.00019783337890012326]
['WDFY3' 0.00019715097567419188]
['PLEKHG6' 0.00019705369032206672]
['LOC401152' 0.000196943712185442]
['CASK' 0.000196297489066221]
['FAM19A3' 0.00019606041200890935]
['PANX3' 0.00019564888979521988]
['ZSCAN10' 0.00019505783585514402]
['HHAT' 0.00019448082183293476]
['METTL8' 0.00019443847907510412]
['MED23' 0.00019428193661532263]
['KIAA1429' 0.00019404366408890726]
['CLSPN' 0.00019402820722530298]
['SHPRH' 0.00019402353322185462]
['DUSP16' 0.00019386172869243054]
['B3GALT5' 0.00019370233125068535]
['MAP3K9' 0.00019250573861535102]
['PHF21A' 0.00019243474814291002]
['CALCB' 0.00019239825931352937]
['TPTE2' 0.00019219770608043359]
['MSI2' 0.0001920152926222491]
['YOD1' 0.00019164283723720137]
['GHR' 0.00019162461279447222]
['OR4N4' 0.00019160075911249752]
['ZNF358' 0.0001913728334751149]
['STK38' 0.0001909755149044338]
['ILF2' 0.00019076101432644374]
['USP35' 0.00019062814469100948]
['SHC4' 0.00018954801329465414]
['FLJ20273' 0.00018953306713779018]
['CCDC53' 0.0001893742059070682]
['ZNF207' 0.00018929879926482228]
['VIT' 0.00018887663840966914]
['PSME3' 0.00018882080306354004]
['BUB1B' 0.00018856222974447372]
['ZNF30' 0.000188510748863526]
['ABLIM1' 0.0001884565217205642]
['CPEB3' 0.00018844597432995588]
['ICA1L' 0.00018750423360443962]
['ECEL1' 0.00018721503963119895]
['IHPK2' 0.00018644880261655102]
['DIRAS2' 0.000185882883163883]
['OTOR' 0.00018570412112804203]
['PIP' 0.0001854892842779908]
['TUBB6' 0.00018466101869612128]
['RP13-347D8.3' 0.00018371500104944125]
['SBNO2' 0.000183699056848958]
['PLD1' 0.00018351195867621423]
['CENPH' 0.00018339270427906844]
['SEMA3E' 0.00018314134298341335]
['ATHL1' 0.00018283105728066274]
['PSCD3' 0.0001826075616431828]
['CCDC6' 0.00018215519759250579]
['FAM82A' 0.00018179770772272765]
['ADC' 0.00018178955840793723]
['MTSS1' 0.00018169260803283172]
['D4S234E' 0.00018162180118204072]
['ARHGEF10' 0.00018156768753060514]
['COL24A1' 0.00018152721824588936]
['GALNT13' 0.00018127785878929053]
['OR10H4' 0.0001810784813046632]
['SLC25A21' 0.00018025110763997168]
['MYBL2' 0.00018024342638465644]
['NFATC2IP' 0.00017997301990102223]
['CRTC3' 0.00017987115478882603]
['C10orf47' 0.00017928608548999517]
['SERGEF' 0.0001789256864064908]
['TRIM10' 0.00017884924902273315]
['ZNRD1' 0.0001775752526805287]
['ITIH5' 0.00017748299452292513]
['CYP2C8' 0.00017702960790020334]
['LOC552889' 0.00017697333325498985]
['RPUSD4' 0.00017695893897727786]
['FCGR2B' 0.00017673954081397415]
['WEE1' 0.00017573266656668925]
['SPTB' 0.00017545011057539745]
['LILRB1' 0.000174974901232889]
['BLCAP' 0.00017495077481652496]
['DGAT2L3' 0.000174500684058738]
['ATF7' 0.00017443889280190596]
['ZNF320' 0.00017389769864839844]
['RFESD' 0.00017362030471549747]
['ZNF542' 0.0001730606560569224]
['LEO1' 0.0001729653500513367]
['TMEM100' 0.00017291828555646897]
['CASC3' 0.00017275989600315473]
['GPR34' 0.0001725293041930744]
['ERAL1' 0.0001724294986450657]
['EGFR' 0.00017233728797790137]
['ENOX1' 0.000172216193851849]
['MTRF1' 0.00017147131871977944]
['PHLDA1' 0.00017123900994842802]
['GPR175' 0.00017074474661738504]
['ZC3H7B' 0.00017023815592310875]
['EMR1' 0.0001699136203685257]
['CLDN9' 0.00016972743518413246]
['SLC25A12' 0.00016926701992906658]
['FLJ14154' 0.0001683679165133653]
['RPGR' 0.00016828470284714964]
['CCDC73' 0.00016822522687148997]
['PCDHGC3' 0.0001675248161561025]
['SPIN1' 0.0001668235573428707]
['SYCP2' 0.00016587098422425305]
['LECT2' 0.00016558541920672334]
['PRDM5' 0.0001639343977243867]
['C17orf65' 0.00016210680561430665]
['FAM137A' 0.00016187187256359056]
['NOL10' 0.00016185346765631853]
['EYA3' 0.00016151395694520207]
['NPEPPS' 0.00016026812190178953]
['TCF7L2' 0.0001601611574424585]
['TACR2' 0.00016009540644661477]
['RAB11B' 0.0001597514640993066]
['MGC50559' 0.00015949156405961238]
['HES6' 0.00015948422807436326]
['DCLK1' 0.00015924463871986992]
['ATP5G1' 0.00015907274131824408]
['ZNF331' 0.0001590487738110942]
['DDX26B' 0.0001590137788288444]
['ANKAR' 0.00015828787660455594]
['ATP11A' 0.00015759545291173225]
['SAGE1' 0.00015733639253143048]
['NRG3' 0.0001570374691908097]
['RBBP4' 0.00015675600023650846]
['MEP1B' 0.00015619595883386027]
['GPRIN2' 0.00015608946067315326]
['QRSL1' 0.00015606951852997747]
['GIMAP7' 0.00015579225116834808]
['MIPOL1' 0.000155631053358158]
['FAM19A2' 0.00015550641435336913]
['SEPT5' 0.0001550129734406092]
['PRUNE2' 0.00015481247995925948]
['CHIC1' 0.00015435309547367771]
['VASP' 0.00015247613878744887]
['KLF15' 0.000152459183649063]
['PPP3CB' 0.00015193119732138715]
['SYTL3' 0.0001513415958464884]
['DCHS2' 0.00015106474588317184]
['TRIM38' 0.00015105486271067898]
['AADAC' 0.00015093956461449158]
['PAQR7' 0.000150643362031057]
['ZNF485' 0.00014995286050148709]
['GJB6' 0.00014948657580861048]
['CYP3A4' 0.00014946555727340209]
['NUDT21' 0.00014939993596152628]
['FLT1' 0.00014872060619888923]
['CXorf38' 0.0001485983442635455]
['TAS2R16' 0.00014849242235780887]
['GPR158' 0.0001481692797489362]
['TXNDC10' 0.00014816193501658405]
['KLHL3' 0.00014809513851776767]
['C19orf61' 0.00014805338065628274]
['CHP2' 0.0001476657387403272]
['YWHAH' 0.00014744629873184346]
['PRKD2' 0.00014739545915094834]
['PEX16' 0.00014735934139084036]
['TSGA14' 0.00014718981975616683]
['PFN2' 0.0001471677599672161]
['SIGIRR' 0.00014709360610150953]
['FAM108C1' 0.00014689047757068075]
['DPYSL3' 0.00014664680497088675]
['PLAC9' 0.00014542265629092008]
['RP11-11C5.2' 0.0001451622805892477]
['PYHIN1' 0.00014497110488321898]
['OR4N5' 0.00014492527913421096]
['BUB3' 0.0001446540976670496]
['NT5C3L' 0.0001445424681057415]
['INPP5F' 0.00014369588398655683]
['SLC30A9' 0.000143612251090097]
['CXCR4' 0.00014355912407251558]
['GPR150' 0.00014339636172537319]
['FKBP2' 0.00014316810521215124]
['CNOT6L' 0.0001431652170183779]
['MSMB' 0.00014305812159007384]
['POPDC3' 0.00014259044742537553]
['ROGDI' 0.00014240790108448388]
['MTX1' 0.00014216002888939837]
['DYX1C1' 0.00014174570206441225]
['TJAP1' 0.00014152930852263042]
['NIPSNAP3A' 0.000141404433355201]
['LPHN1' 0.00014139355222652045]
['ESR1' 0.0001412532507044887]
['VAMP1' 0.000139917156160042]
['RG9MTD1' 0.00013969323699470764]
['PPP2R5C' 0.00013967732092768923]
['STEAP2' 0.00013899787632579882]
['TTC13' 0.00013845394137927995]
['ZNF565' 0.0001382197930085651]
['C20orf111' 0.00013749487968206745]
['CCDC113' 0.00013741981122263082]
['BXDC2' 0.0001369668684044442]
['POLDIP2' 0.00013695285711476154]
['DIO2' 0.0001367540476640804]
['C21orf42' 0.00013584474170244657]
['SLC6A11' 0.0001355339086340009]
['ZNF720' 0.00013490885492755273]
['PCYOX1L' 0.00013466939270086458]
['PTPN6' 0.0001344473039243764]
['CHD3' 0.00013433297570242456]
['PPIG' 0.00013393693978157624]
['SEC14L4' 0.00013369923573036956]
['NPHP3' 0.00013360190270776532]
['CTGLF5' 0.00013347661161281448]
['TRIP10' 0.00013327402773220118]
['MGC72080' 0.00013315406996274382]
['PAQR5' 0.00013266431451480293]
['TMEM32' 0.00013264669342546472]
['EXOC8' 0.0001321464403000764]
['ZNF527' 0.00013212632115858523]
['SUPT3H' 0.0001320587079483789]
['SLCO5A1' 0.00013174367026171497]
['DNAH10' 0.00013170773787978248]
['EFEMP2' 0.00013160485271885143]
['TPCN1' 0.0001315856905043165]
['NR2C1' 0.000131494138389509]
['ENTPD6' 0.00013148829542113696]
['NUDCD3' 0.00013141337274545948]
['ZMYND8' 0.00013141125614866183]
['HIST1H2BA' 0.00013125036726523127]
['C12orf56' 0.0001311181142092567]
['SYNJ1' 0.0001309252021825485]
['GPR155' 0.00013058281037085358]
['SLC2A7' 0.00013006338843571575]
['FAM29A' 0.00012960975042868188]
['CLDN10' 0.00012958609584272688]
['HMBS' 0.0001294861270300981]
['PLA2G4B' 0.00012931894426596163]
['PAPOLG' 0.00012906841282649378]
['TBC1D15' 0.00012854206266133341]
['DAD1' 0.00012843580468545852]
['ZNF625' 0.00012831748463649044]
['DBC1' 0.00012828549994021781]
['PARP12' 0.00012820874089409986]
['ASTN2' 0.0001281952713663776]
['KATNAL1' 0.00012809865007882995]
['BTBD8' 0.00012735890485377204]
['TRIM41' 0.00012730762675240844]
['TAOK2' 0.00012692696192011485]
['PLEKHA1' 0.00012672319110153558]
['TRIM59' 0.0001265403174937821]
['COG7' 0.00012627216779428682]
['GRASP' 0.00012616765453291463]
['IMMP1L' 0.00012611303094324955]
['IKIP' 0.00012598097618921782]
['C17orf61' 0.00012519928284353572]
['NR2F2' 0.00012469431492955076]
['AMFR' 0.00012430792780123313]
['BCAR3' 0.00012429923656910856]
['CMTM7' 0.00012354242176106043]
['PRL' 0.00012338043572154644]
['TSPAN5' 0.000123286658342828]
['NOL5A' 0.00012324306790849462]
['CD1D' 0.00012323270569009097]
['MSRA' 0.0001231989657422864]
['ATP5O' 0.0001231168361436101]
['RNF38' 0.00012301576150064344]
['C19orf25' 0.0001222943042878366]
['ETV5' 0.0001221860853574428]
['DHRS1' 0.00012183976061716178]
['MAST2' 0.00012183656647194032]
['NT5C3' 0.0001216171741347109]
['OPTC' 0.00012100081523051542]
['BTLA' 0.00012086278710647154]
['TRIM13' 0.00012082026481291476]
['EFCAB3' 0.00012041738733592724]
['C14orf135' 0.00012004699072109018]
['ALG3' 0.00012001621219404961]
['EHD3' 0.00012000307084588617]
['PDLIM4' 0.00011994109513965783]
['JTV1' 0.00011988582929463894]
['C6orf57' 0.00011966138181300872]
['CTNND2' 0.00011954449420982708]
['CCNG1' 0.00011934457754631547]
['YTHDF2' 0.00011904640622835373]
['OR1A1' 0.00011831722951573748]
['LDHAL6B' 0.0001177257129310134]
['CD8B' 0.00011761845710266168]
['ZDHHC4' 0.00011746288290742596]
['C17orf81' 0.00011725436201394058]
['CMTM1' 0.00011696346754436185]
['SRP9' 0.000116901838567182]
['BANK1' 0.00011682284987071968]
['PHACTR1' 0.00011674528938174122]
['PIAS1' 0.00011621781093564165]
['ZNF675' 0.0001156957895822386]
['LTF' 0.00011558177626815828]
['NOG' 0.00011480037275342218]
['ZGPAT' 0.0001145329188015842]
['RPL24' 0.00011450946534590855]
['BSG' 0.00011428797659813172]
['C1orf80' 0.00011418995901058834]
['BMP7' 0.00011382038453692374]
['C21orf59' 0.00011373697629491992]
['LOH3CR2A' 0.00011289781441938116]
['LOC641367' 0.00011287944760231201]
['ELSPBP1' 0.00011282444362538346]
['FBXO6' 0.00011267104020398252]
['PTOV1' 0.00011215051050020911]
['SLC25A1' 0.00011192810276467844]
['NASP' 0.00011164173723022901]
['ADAM23' 0.00011152000063510029]
['CNOT4' 0.00011095796678905527]
['DDX43' 0.00010968627186309331]
['NFAT5' 0.0001094901949164821]
['C5orf28' 0.00010931466260174272]
['RHCE' 0.0001089954464689455]
['KRT13' 0.00010894304169627925]
['RBM25' 0.00010798598122896638]
['CXADR' 0.0001079574377663516]
['CXCR6' 0.00010792383121623605]
['CMKLR1' 0.00010784905264985089]
['SEZ6' 0.00010780527156700944]
['RBX1' 0.00010766306950590375]
['ARL16' 0.0001076295379524766]
['ZNF366' 0.00010756543670629762]
['SPATA17' 0.0001072475039227544]
['KCNJ2' 0.00010721974471763868]
['ACVR1B' 0.00010691866650831464]
['CDH7' 0.00010675881659404062]
['TNRC5' 0.00010648911003512088]
['KRCC1' 0.00010644673170724868]
['CAMK4' 0.00010631930338373702]
['MYBBP1A' 0.00010624685886991086]
['LOC728131' 0.00010597374450549813]
['PCBP1' 0.0001054279345138001]
['PCSK5' 0.00010542213415145094]
['MERTK' 0.00010540769927060412]
['C3orf39' 0.00010516765362757945]
['ARHGDIA' 0.00010512138648483998]
['MTMR9' 0.00010490858097327534]
['ABLIM2' 0.0001048395627408052]
['HDHD2' 0.00010480832786838875]
['ASNSD1' 0.00010464809690965915]
['WBSCR17' 0.00010415089548703253]
['NUDT4' 0.00010399502485122276]
['ZNF536' 0.00010395481543586689]
['ZNF660' 0.00010384298608582221]
['MARCH8' 0.00010373349276860586]
['PRAMEF10' 0.00010357775471233278]
['ZNF431' 0.00010332994877876366]
['NUP50' 0.00010326109920669566]
['PIWIL4' 0.00010319608960823304]
['SF3B2' 0.0001028347419041774]
['MRPS10' 0.00010210515866787242]
['DENND3' 0.00010200366414144088]
['ANXA5' 0.0001019341960278672]
['C6orf10' 0.00010188585341020576]
['PLEKHO1' 0.00010164233913697285]
['C20orf91' 0.00010159785263080947]
['CCDC74B' 0.0001015548446577654]
['RFX2' 0.00010154127647588862]
['ILKAP' 0.00010146242528327035]
['OR5D13' 0.00010120984922434758]
['CD163L1' 0.00010110711201016764]
['ERMAP' 0.00010108463944281395]
['MTHFSD' 0.00010107223109692161]
['NKAP' 0.00010100780724745426]
['GAPVD1' 0.00010084516394674801]
['PPM1A' 0.00010062150853031459]
['PLEKHG5' 0.00010035890542333456]
['ZBTB3' 0.00010023203716394213]
['ZNF587' 0.00010022570367718336]
['HSD17B12' 0.00010015148148642442]
['FLJ25770' 9.971454723869967e-05]
['URG4' 9.957681402967243e-05]
['YEATS2' 9.911125843689315e-05]
['TFAP4' 9.853528869302577e-05]
['TMCC3' 9.817439980093419e-05]
['PPCDC' 9.804455339531755e-05]
['ADAM32' 9.759953458885837e-05]
['FANCC' 9.759405665103548e-05]
['NOTCH2NL' 9.748185622908008e-05]
['FAM113B' 9.735373897804376e-05]
['TTC12' 9.717128302109069e-05]
['TOMM70A' 9.71704316649866e-05]
['C20orf67' 9.710203967852691e-05]
['RNF10' 9.670998443843401e-05]
['MALL' 9.660452943782289e-05]
['MLLT4' 9.624385860697602e-05]
['KIAA0528' 9.616108818564421e-05]
['LOC653391' 9.613995872847874e-05]
['WNT2' 9.591562366638785e-05]
['TAGLN' 9.579503522253894e-05]
['KIAA1754L' 9.56723919193221e-05]
['FGA' 9.539501033226237e-05]
['ALS2CL' 9.499374486919119e-05]
['VPS33B' 9.498940926532512e-05]
['IL8RA' 9.49413381973597e-05]
['PPM1M' 9.485093293629839e-05]
['COMMD6' 9.425340420058272e-05]
['MKRN3' 9.417083113632228e-05]
['CCDC32' 9.337301880902206e-05]
['SMG1' 9.333038147912324e-05]
['PSMC5' 9.325522383540189e-05]
['ZMAT1' 9.321177309974133e-05]
['NEDD4' 9.255634290104271e-05]
['SIGLEC11' 9.212083501986318e-05]
['ZNF25' 9.207234170755687e-05]
['C1orf128' 9.191161717790173e-05]
['EIF2A' 9.17756083966363e-05]
['CPVL' 9.151540393098052e-05]
['PSEN2' 9.102001261470001e-05]
['SLC18A2' 9.086509821836591e-05]
['PDK2' 9.073144580875716e-05]
['CCDC41' 9.071059577105616e-05]
['GNB2' 9.06062220299569e-05]
['RUSC1' 9.040827265385484e-05]
['TUBGCP5' 9.039253283993318e-05]
['IL12A' 9.027714549014619e-05]
['ACTN3' 9.013485793074273e-05]
['C4orf34' 8.990138098882532e-05]
['SLC5A6' 8.959692568380787e-05]
['FAM125B' 8.945201978536254e-05]
['CACNG5' 8.939616736963799e-05]
['SLC22A2' 8.935056326076891e-05]
['LIG4' 8.887706764695613e-05]
['ABCA3' 8.877984202829542e-05]
['ITGB3BP' 8.855275291362546e-05]
['TEGT' 8.849078882291439e-05]
['IFT140' 8.825415701976831e-05]
['FAM64A' 8.8127186158143e-05]
['CPS1' 8.81004688414885e-05]
['HS2ST1' 8.800621898900657e-05]
['HEATR5B' 8.77380082480398e-05]
['ZSCAN20' 8.770117003232079e-05]
['ARFIP1' 8.739843264064397e-05]
['CYP20A1' 8.734927961641385e-05]
['MYLPF' 8.732711318847808e-05]
['FGF1' 8.725817376318778e-05]
['ZNF696' 8.720920667571307e-05]
['KRTAP13-2' 8.705467934275673e-05]
['TIRAP' 8.702363936092053e-05]
['KIR3DL1' 8.688736218797065e-05]
['SMR3A' 8.595402239534415e-05]
['NET1' 8.586009357759021e-05]
['CCDC67' 8.576500666163997e-05]
['TIFA' 8.573858878919981e-05]
['S100B' 8.567775872013586e-05]
['GTF2E2' 8.544492792056727e-05]
['LOC161247' 8.530581118346618e-05]
['NGFRAP1' 8.488924390652464e-05]
['KIF2B' 8.475653488694954e-05]
['AKAP14' 8.445800841992151e-05]
['HPS4' 8.442466331428901e-05]
['FOXP1' 8.438525660116393e-05]
['NFX1' 8.436681393129758e-05]
['TSR2' 8.420272897193185e-05]
['MYF6' 8.418759427881709e-05]
['GGA3' 8.397285250243055e-05]
